transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status,name,hiragana,birth_date,gender,email,phone_number,mobile_number,post_code,address,product_name,brand,category,color,price
201910260000-1,2019-10-26,C-000488,VEDB13,2,1169600,2019-11-07,,配達済み,阿部 一弘,あべ かずひろ,1996-02-17,男,abe_718@example.org,03-0642-5926,080-7316-1650,172-6950,東京都品川区小山1-1-604,Verge-T9H2-Mod,verge,デスクトップ,Varied,559677.57
201910260002-1,2019-10-26,C-000986,ZENB7,1,231400,2019-11-05,,配達済み,大倉 真琴,おおくら まこと,1992-03-01,その他・不明,okura_makoto@example.jp,01648-5-3931,050-2714-5148,005-1549,北海道札幌市豊平区平岸三条4-1-10,Zerace-J7-Mod,zerace,ノートPC,Varied,232412.69
201910260003-1,2019-10-26,C-001968,CANB11,1,289900,2019-11-05,,配達済み,石丸 雅人,いしまる まさと,2004-01-31,男,ishimarumasato@example.com,0466-77-6166,090-8272-5576,259-6052,神奈川県川崎市川崎区塩浜3-4-13,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201910260004-1,2019-10-26,C-002003,INNG3,1,136800,2019-11-05,,配達済み,渡辺 若菜,わたなべ わかな,1994-10-18,その他・不明,wakanawatanabe@example.com,06-3239-0354,080-5977-4731,550-6543,大阪府門真市三ツ島2-1-709,Inter-V3-Mod,Inter,ノートPC,Varied,130884.26
201910260005-1,2019-10-26,C-002294,IKW,1,3781,2019-11-04,,配達済み,吉村 通子,よしむら みちこ,1989-01-17,女,yoshimuramichiko@example.net,0220-55-3433,070-1349-5147,988-8118,宮城県仙台市青葉区中央1-1-6,ワイヤレスキーボード-Mod,キーボード,周辺機器,Varied,3814.84
201910260007-1,2019-10-26,C-002353,INDB1,0,0,2019-11-07,,配達済み,森脇 康一郎,もりわき こういちろう,1973-10-13,男,koichiroumoriwaki@example.net,0144-80-0341,090-3317-7021,097-9652,北海道札幌市中央区北四条西3-2-5,Inter-C1-Mod,Inter,デスクトップ,Varied,94083.35
201910260012-1,2019-10-26,C-002361,INDB3,2,233600,2019-11-04,,配達済み,飯田 晶子,いいだ しょうこ,1999-08-06,女,iida_412@example.ne.jp,046-029-2638,070-3946-4308,252-2575,神奈川県横浜市磯子区森3-3-11,Inter-C3-Mod,Inter,デスクトップ,Varied,118539.51
201910260012-2,2019-10-26,C-002361,CANB1,1,129800,2019-11-04,,配達済み,飯田 晶子,いいだ しょうこ,1999-08-06,女,iida_412@example.ne.jp,046-029-2638,070-3946-4308,252-2575,神奈川県横浜市磯子区森3-3-11,Caps-A1-Mod,caps,ノートPC,Varied,134700.16
201910270001-1,2019-10-27,C-000021,ZEDB3,5,779000,2019-11-07,,配達済み,高崎 宗一,たかさき そういち,1983-12-10,男,takasaki814@example.jp,03-3590-1627,070-3415-2934,187-7664,東京都港区高輪1-2-8,Zerace-L3-Mod,zerace,デスクトップ,Varied,157751.67
201910270004-1,2019-10-27,C-000559,INNG9,0,0,2019-11-05,,配達済み,吉岡 雄太,よしおか ゆうた,1996-01-06,男,yoshioka_102@example.org,03-6502-7064,080-7562-9868,129-3232,東京都足立区鹿浜2-3-5,Inter-Q5HP-Mod,Inter,ノートPC,Varied,223504.79
201910270005-1,2019-10-27,C-000672,INNG3,4,547200,2019-11-05,,配達済み,熊谷 寿樹,くまがい としき,1979-06-18,男,kumagai_toshiki@example.com,06-8659-1594,080-5726-8805,554-5764,大阪府東大阪市東鴻池町3-2-9,Inter-V3-Mod,Inter,ノートPC,Varied,130884.26
201910270006-1,2019-10-27,C-001618,ZEDB9,0,0,2019-11-06,,配達済み,嶋田 貴子,しまだ たかこ,2001-08-28,女,shimada_812@example.net,03-9224-5976,090-6581-2685,125-8025,東京都練馬区大泉町1-3-22,Zerace-L9-Mod,zerace,デスクトップ,Varied,246042.19
201910270007-1,2019-10-27,C-002612,IKW,3,11343,2019-11-07,,配達済み,野口 友香,のぐち ゆか,1972-08-25,女,yuka_noguchi@example.com,0968-10-3802,080-7799-2408,866-4582,熊本県熊本市北区八景水谷3-3-8,ワイヤレスキーボード-Mod,キーボード,周辺機器,Varied,3814.84
201910270009-1,2019-10-27,C-002657,INNS3,4,507200,2019-11-04,,配達済み,西村 道子,にしむら みちこ,1979-12-19,女,nishimura_224@example.jp,0745-70-7201,080-3341-0143,636-8664,奈良県香芝市畑1-1-10エムプラザ408,Inter-V3-Mod,Inter,ノートPC,Varied,126648.7
201910270010-1,2019-10-27,C-002810,VENB7,7,2168600,2019-11-06,,配達済み,中澤 洋子,なかざわ ようこ,1988-10-13,女,nakazawayouko@example.jp,086-240-2021,080-7232-1961,715-2280,岡山県岡山市中区平井3-1-7,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201910270010-2,2019-10-27,C-002810,CANB13,4,1399200,2019-11-07,,配達済み,中澤 洋子,なかざわ ようこ,1988-10-13,女,nakazawayouko@example.jp,086-240-2021,080-7232-1961,715-2280,岡山県岡山市中区平井3-1-7,Caps-X10-Mod,caps,ノートPC,Varied,356273.2
201910270011-1,2019-10-27,C-003100,ZENB5,6,1042800,2019-11-05,,配達済み,河合 広,かわい ひろひ,1978-03-20,男,hirohi_kawai@example.net,0494-63-7744,070-3522-5395,335-0768,埼玉県川口市西川口1-2-4シャリエ215,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201910270015-1,2019-10-27,C-003224,VEDB11,2,799600,2019-11-05,,配達済み,北村 あかり,きたむら あかり,1989-04-28,女,kitamura_613@example.ne.jp,054-836-2045,080-5590-8325,433-4999,静岡県富士市吉原1-2-13,Verge-T9H-Mod,verge,デスクトップ,Varied,414064.51
201910270016-1,2019-10-27,C-003585,INDB5,4,619200,2019-11-06,2019-10-28,キャンセル,三浦 薫,みうら かおる,1995-03-05,男,kaoru_miura@example.com,03-2584-0321,050-7455-7845,198-0997,東京都江戸川区南篠崎町3-2-9,Inter-W5-Mod,Inter,デスクトップ,Varied,147225.28
201910280000-1,2019-10-28,C-000166,TADB3,5,226710,2019-11-11,,配達済み,菊池 純一,きくち じゅんいち,2003-11-09,男,kikuchi_junichi@example.net,093-616-7179,080-0199-5886,805-2815,福岡県福岡市博多区住吉3-4-607,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201910280001-1,2019-10-28,C-001650,INDB3,1,116800,2019-11-07,,配達済み,濱田 真紗子,はまだ まさこ,2004-11-02,女,masakohamada@example.ne.jp,03-8516-7998,080-5582-9860,124-9358,東京都新宿区高田馬場3-1-8,Inter-C3-Mod,Inter,デスクトップ,Varied,118539.51
201910280004-1,2019-10-28,C-002295,CANB11,1,289900,2019-11-07,,配達済み,小川 真人,おがわ まひと,1973-10-23,男,ogawamahito@example.com,0460-52-1389,070-7470-7197,254-9353,神奈川県横浜市鶴見区東寺尾1-2-8,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201910290001-1,2019-10-29,C-002610,TADB3,4,181368,2019-11-09,,配達済み,田沼 武彦,たぬま たけひこ,1983-09-11,その他・不明,tanuma103@example.org,0533-10-7078,070-6994-6205,490-4153,愛知県刈谷市一ツ木町3-1-9,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201911010000-1,2019-11-01,C-003040,IMW,2,5074,2019-11-11,,配達済み,大川内 悠也,おおかわち ゆうや,1974-01-12,男,okawachi_yuuya@example.ne.jp,0568-85-0598,080-9792-3230,495-5848,愛知県名古屋市中区大須2-5-906,ワイヤレスマウス-Mod,マウス,周辺機器,Varied,2469.81
201911010001-1,2019-11-01,C-003281,CANB7,5,1149500,2019-11-10,,配達済み,井上 武夫,いのうえ たけお,1974-12-25,男,takeo_inoue@example.com,03-1325-9494,080-9633-9797,185-1970,東京都新宿区西新宿4-2-9,Caps-X5-Mod,caps,ノートPC,Varied,225820.49
201911010004-1,2019-11-01,C-003634,INNG5,3,509400,2019-11-10,,配達済み,橋本 仁,はしもと ひとし,1977-02-27,男,hashimotohitoshi@example.co.jp,03-9398-0964,090-7399-3044,173-3702,東京都中野区野方2-3-13,Inter-Q5-Mod,Inter,ノートPC,Varied,172618.51
201911020001-1,2019-11-02,C-001724,INNB5,2,319600,2019-11-11,,配達済み,川島 高行,かわしま たかゆき,1977-02-25,男,kawashima_120@example.com,06-6941-7910,080-3260-3092,547-5230,大阪府大阪市西淀川区大和田3-1-9ロイヤルメゾン106,Inter-Q5-Mod,Inter,ノートPC,Varied,166125.78
201911020003-1,2019-11-02,C-002492,ZEDB9,1,256400,2019-11-09,,配達済み,松野 雅和,まつの まさかず,1998-02-11,男,masakazumatsuno@example.net,092-957-0794,050-2786-1405,804-5350,福岡県春日市須玖北3-2-16,Zerace-L9-Mod,zerace,デスクトップ,Varied,246042.19
201911020004-1,2019-11-02,C-003204,INNG7,0,0,2019-11-09,,配達済み,久保 勇希,くぼ ゆうき,2000-09-24,男,kubo_1114@example.ne.jp,03-9649-6791,080-3477-4306,191-1437,東京都北区志茂3-3-13,Inter-Q5H-Mod,Inter,ノートPC,Varied,195541.62
201911030001-1,2019-11-03,C-000163,PUNS3,1,98740,2019-11-13,,配達済み,向井 由紀子,むかい ゆきこ,1981-03-07,女,mukai_119@example.org,0495-27-4756,050-6570-2705,352-8954,埼玉県秩父市中村町2-1-16,Puter-K2-Mod,puter,ノートPC,Varied,98080.84
201911030002-1,2019-11-03,C-000267,ZENB9,1,279900,2019-11-11,,配達済み,川井 直史,かわい なおふみ,1993-02-25,男,naofumikawai@example.net,0164-06-7510,080-9075-2786,046-7957,北海道札幌市手稲区新発寒三条3-1-7,Zerace-J9-Mod,zerace,ノートPC,Varied,290798.17
201911030003-1,2019-11-03,C-000542,ZENB7,2,462800,2019-11-14,,配達済み,栗本 浩士,くりもと ひろし,1997-06-15,男,kurimotohiroshi@example.net,03-4297-4150,050-1796-4928,184-0945,東京都豊島区巣鴨1-1-3,Zerace-J7-Mod,zerace,ノートPC,Varied,232412.69
201911030004-1,2019-11-03,C-001030,ID16,2,32600,2019-11-12,,配達済み,加茂 勲,かも いさお,1973-03-15,男,kamo_119@example.net,03-4346-7663,050-0299-0204,183-5745,東京都渋谷区千駄ヶ谷1-4-13,Display-16-Mod,ディスプレイ,周辺機器,Varied,16822.12
201911030005-1,2019-11-03,C-001520,ZENB1,4,415200,2019-11-15,,配達済み,中川 周平,なかがわ しゅうへい,1994-05-26,男,shuuheinakagawa@example.jp,0225-08-7990,080-4665-4355,983-7518,宮城県仙台市若林区南小泉3-5-903,Zerace-J1-Mod,zerace,ノートPC,Varied,100021.44
201911030008-1,2019-11-03,C-001578,INNG7,5,959000,2019-11-12,,配達済み,五百蔵 哲也,いおろい てつや,1996-09-06,男,ioroi1218@example.net,0836-37-5868,070-2546-9262,755-0533,山口県岩国市麻里布町3-4-11カルム403,Inter-Q5H-Mod,Inter,ノートPC,Varied,195541.62
201911030009-1,2019-11-03,C-003000,IMU,1,1230,2019-11-14,,配達済み,永井 孝太,ながい こうた,2006-10-16,男,nagaikota@example.net,01392-8-7799,070-2848-7174,052-8784,北海道札幌市中央区南二条西2-4-19,USBマウス-Mod,マウス,周辺機器,Varied,1219.23
201911030015-1,2019-11-03,C-003212,VENB7,7,2168600,2019-11-13,,配達済み,柴田 真弥,しばた しんや,1999-02-26,女,shinyashibata@example.com,092-902-9442,080-1594-9063,800-9749,福岡県福岡市東区香椎浜ふ頭4-1-10,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201911040001-1,2019-11-04,C-000008,PUDB3,3,269820,2019-11-15,,配達済み,山口 有美子,やまぐち ゆみこ,2001-06-23,女,yamaguchi_1129@example.net,0947-40-6767,050-1148-5979,809-1120,福岡県糸島市加布里2-3-6,Puter-M2-Mod,puter,デスクトップ,Varied,85668.97
201911040001-2,2019-11-04,C-000008,INDB3,5,584000,2019-11-13,,配達済み,山口 有美子,やまぐち ゆみこ,2001-06-23,女,yamaguchi_1129@example.net,0947-40-6767,050-1148-5979,809-1120,福岡県糸島市加布里2-3-6,Inter-C3-Mod,Inter,デスクトップ,Varied,118539.51
201911040004-1,2019-11-04,C-000029,ZENB5,2,347600,2019-11-15,2019-11-20,キャンセル,山田 直幸,やまだ なおゆき,1991-10-26,男,yamada_715@example.net,0799-41-3122,070-7433-7006,662-5337,兵庫県尼崎市水堂町2-3-19サニーフラット313,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201911040005-1,2019-11-04,C-000029,PUNR3,3,296220,2019-11-12,,配達済み,山田 直幸,やまだ なおゆき,1991-10-26,男,yamada_715@example.net,0799-41-3122,070-7433-7006,662-5337,兵庫県尼崎市水堂町2-3-19サニーフラット313,Puter-K2-Mod,puter,ノートPC,Varied,100083.06
201911040009-1,2019-11-04,C-000540,INNG5,2,339600,2019-11-16,,配達済み,田添 里沙,たぞえ りさ,1991-10-12,女,risatazoe@example.ne.jp,0563-36-7195,070-2667-5958,493-3568,愛知県名古屋市中村区名駅1-2-9,Inter-Q5-Mod,Inter,ノートPC,Varied,172618.51
201911040009-2,2019-11-04,C-000540,INDB7,1,184800,2019-11-14,,配達済み,田添 里沙,たぞえ りさ,1991-10-12,女,risatazoe@example.ne.jp,0563-36-7195,070-2667-5958,493-3568,愛知県名古屋市中村区名駅1-2-9,Inter-W5H-Mod,Inter,デスクトップ,Varied,180574.63
201911040010-1,2019-11-04,C-000911,CANB11,7,2029300,2019-11-15,,配達済み,近松 貴史,ちかまつ たかし,1975-11-21,男,chikamatsu_913@example.jp,06-3740-7907,090-1392-1933,551-3698,大阪府大阪市都島区毛馬町3-4-19,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201911040010-2,2019-11-04,C-000911,VEDB5,5,1124000,2019-11-13,,配達済み,近松 貴史,ちかまつ たかし,1975-11-21,男,chikamatsu_913@example.jp,06-3740-7907,090-1392-1933,551-3698,大阪府大阪市都島区毛馬町3-4-19,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201911040010-3,2019-11-04,C-000911,VENB5,2,539600,2019-11-14,,配達済み,近松 貴史,ちかまつ たかし,1975-11-21,男,chikamatsu_913@example.jp,06-3740-7907,090-1392-1933,551-3698,大阪府大阪市都島区毛馬町3-4-19,Verge-U5-Mod,verge,ノートPC,Varied,280578.1
201911040013-1,2019-11-04,C-001368,VENB9,2,739600,2019-11-17,,配達済み,高田 大介,たかだ だいすけ,1983-03-08,男,takadadaisuke@example.co.jp,03-0069-1065,050-2204-6108,193-3427,東京都港区南青山2-3-309,Verge-U9-Mod,verge,ノートPC,Varied,379232.29
201911040015-1,2019-11-04,C-001804,ZENB7,2,462800,2019-11-15,,配達済み,青野 浩次,あおの こうじ,1984-12-11,男,aono_koji@example.co.jp,0944-76-4857,090-5686-9985,867-0565,熊本県熊本市南区川尻3-2-4,Zerace-J7-Mod,zerace,ノートPC,Varied,232412.69
201911040017-1,2019-11-04,C-002167,ZENB9,1,279900,2019-11-14,2019-11-22,キャンセル,加治 優,かじ ゆう,1979-02-14,男,yuu_kaji@example.com,03-6359-9983,070-9374-9860,137-9846,東京都渋谷区神宮前3-2-3,Zerace-J9-Mod,zerace,ノートPC,Varied,290798.17
201911040021-1,2019-11-04,C-002736,CANB5,2,399600,2019-11-16,,配達済み,木下 誠,きのした まこと,1997-11-18,男,kinoshita_makoto@example.jp,03-0580-4023,050-3109-3440,108-2537,東京都台東区台東1-5-14,Caps-A3P-Mod,caps,ノートPC,Varied,190952.26
201911040022-1,2019-11-04,C-002855,PUNR3,4,394960,2019-11-12,,配達済み,松田 陽子,まつだ ようこ,1973-07-04,女,matsuda315@example.ne.jp,04-9703-5416,080-3209-0174,261-0325,千葉県千葉市緑区あすみが丘1-3-21,Puter-K2-Mod,puter,ノートPC,Varied,100083.06
201911040023-1,2019-11-04,C-003064,ZEDB7,2,433800,2019-11-15,,配達済み,外山 南,とやま みなみ,1994-11-25,女,toyama_1113@example.ne.jp,0465-98-8821,090-4645-0476,214-0044,神奈川県横浜市磯子区洋光台2-3-10,Zerace-L7-Mod,zerace,デスクトップ,Varied,214397.57
201911040024-1,2019-11-04,C-003151,VENB7,2,619600,2019-11-16,,配達済み,小澤 隆博,おざわ たかひろ,1977-08-16,男,ozawa725@example.jp,017-940-6751,090-5886-1739,031-7243,青森県八戸市南類家1-4-17,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201911040025-1,2019-11-04,C-003270,TADB1,1,14970,2019-11-14,2019-11-20,キャンセル,平川 拓真,ひらかわ たくま,1990-03-14,男,hirakawa918@example.com,03-8722-5379,080-7497-3625,169-0019,東京都港区六本木4-1-4,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201911040027-1,2019-11-04,C-003554,INDB5,1,154800,2019-11-17,,配達済み,山本 明子,やまもと あきこ,2004-11-09,女,yamamoto528@example.net,04-3138-7540,050-6193-0530,356-1305,埼玉県川口市赤井3-1-10,Inter-W5-Mod,Inter,デスクトップ,Varied,147225.28
201911070001-1,2019-11-07,C-000512,CADB5,1,194800,2019-11-17,,配達済み,岸田 優衣,きしだ ゆい,2002-01-11,女,kishida_1213@example.co.jp,03-5779-1084,080-0758-9903,190-3685,東京都八王子市中野上町4-3-8,Caps-B3P-Mod,caps,デスクトップ,Varied,186028.05
201911070002-1,2019-11-07,C-000553,ZENB1,0,0,2019-11-18,,配達済み,近藤 有希,こんどう ゆき,1977-09-10,女,yukikondou@example.ne.jp,03-0044-4532,050-9649-2785,116-9003,東京都港区新橋3-1-10,Zerace-J1-Mod,zerace,ノートPC,Varied,100021.44
201911070005-1,2019-11-07,C-000699,VEDB5,1,224800,2019-11-18,2019-11-17,キャンセル,齋藤 俊則,さいとう としのり,1994-07-20,男,saito911@example.ne.jp,044-916-4611,090-4426-2414,213-7167,神奈川県大和市南林間3-1-15,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201911070006-1,2019-11-07,C-002736,INNG3,9,1231200,2019-11-12,,配達済み,木下 誠,きのした まこと,1997-11-18,男,kinoshita_makoto@example.jp,03-0580-4023,050-3109-3440,108-2537,東京都台東区台東1-5-14,Inter-V3-Mod,Inter,ノートPC,Varied,130884.26
201911070007-1,2019-11-07,C-002926,CANB7,2,459800,2019-11-16,2019-11-17,キャンセル,吉原 太郎,よしはら たろう,1997-05-20,男,tarouyoshihara@example.jp,0739-76-6612,090-6981-0020,643-0334,和歌山県和歌山市砂山南2-2-20セントファミーユ816,Caps-X5-Mod,caps,ノートPC,Varied,225820.49
201911070009-1,2019-11-07,C-003394,CANB11,1,289900,2019-11-17,,配達済み,網谷 佳代子,あみたに かよこ,1983-06-04,女,amitanikayoko@example.org,044-131-7247,090-0540-3927,249-2091,神奈川県川崎市多摩区南生田1-3-8,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201911090000-1,2019-11-09,C-002814,PUNR3,4,394960,2019-11-18,,配達済み,野村 栄子,のむら えいこ,1976-01-23,女,nomuraeiko@example.com,06-5839-6593,080-9276-8209,557-7344,大阪府大阪市生野区巽西1-2-9,Puter-K2-Mod,puter,ノートPC,Varied,100083.06
201911090003-1,2019-11-09,C-003550,INNG3,5,684000,2019-11-19,,配達済み,倉地 義幸,くらち よしゆき,2002-01-03,男,yoshiyukikurachi@example.net,0561-82-6250,090-9647-5108,493-7664,愛知県名古屋市中川区中島新町1-2-4,Inter-V3-Mod,Inter,ノートPC,Varied,130884.26
201911100001-1,2019-11-10,C-000237,VENB7,2,619600,2019-11-14,,配達済み,浅野 秀一,あさの しゅういち,1991-04-22,男,asanoshuuichi@example.org,03-7680-7535,050-3446-5012,140-7850,東京都荒川区東日暮里3-2-401,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201911100003-1,2019-11-10,C-000507,CADB9,4,1279200,2019-11-18,,配達済み,阿部 雅人,あべ まさと,1973-07-18,男,abe525@example.co.jp,079-282-5792,090-8851-8550,650-3191,兵庫県西宮市山口町上山口3-2-16,Caps-XC5P-Mod,caps,デスクトップ,Varied,327832.2
201911100004-1,2019-11-10,C-000512,TADB1,5,74850,2019-11-19,,配達済み,岸田 優衣,きしだ ゆい,2002-01-11,女,kishida_1213@example.co.jp,03-5779-1084,080-0758-9903,190-3685,東京都八王子市中野上町4-3-8,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201911100006-1,2019-11-10,C-000697,PUNB3,0,0,2019-11-16,,配達済み,鈴木 玲子,すずき れいこ,1975-05-26,女,suzuki_reiko@example.net,03-0369-1005,050-8167-0017,205-3310,東京都千代田区麹町2-5-13,Puter-K2-Mod,puter,ノートPC,Varied,94507.43
201911100007-1,2019-11-10,C-001705,ZENB5,4,695200,2019-11-23,,配達済み,奥野 雄介,おくの ゆうすけ,1994-07-23,男,okunoyuusuke@example.net,0943-51-3603,080-3806-1971,832-9575,福岡県福岡市中央区平尾1-2-22コンセール708,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201911100008-1,2019-11-10,C-001855,CANB7,1,229900,2019-11-21,,配達済み,中野 大輔,なかの だいすけ,1980-12-31,男,nakano_518@example.jp,03-4448-0476,090-6905-9496,123-3134,東京都杉並区成田東4-2-6,Caps-X5-Mod,caps,ノートPC,Varied,225820.49
201911100011-1,2019-11-10,C-002230,TADB5,0,0,2019-11-21,,配達済み,池田 智昭,いけだ ともあき,1994-01-15,その他・不明,tomoakiikeda@example.com,0228-80-5149,090-2767-1702,985-5315,宮城県仙台市若林区卸町1-1-19,Tablet-E3-Mod,Tab,タブレット,Varied,118234.29
201911100014-1,2019-11-10,C-002738,CANB3,1,149800,2019-11-14,,配達済み,伊藤 圭太,いとう けいた,1990-11-23,男,ito_keita@example.com,03-2424-6226,090-2487-6391,110-7201,東京都港区赤坂1-4-106,Caps-A3-Mod,caps,ノートPC,Varied,156361.08
201911100018-1,2019-11-10,C-003206,VEDB5,1,224800,2019-11-20,,配達済み,川井 裕一郎,かわい ゆういちろう,1996-09-11,男,kawai46@example.ne.jp,03-9777-0470,080-4587-8276,114-7404,東京都足立区六木3-3-4,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201911100021-1,2019-11-10,C-003281,VENB7,1,309800,2019-11-21,,配達済み,井上 武夫,いのうえ たけお,1974-12-25,男,takeo_inoue@example.com,03-1325-9494,080-9633-9797,185-1970,東京都新宿区西新宿4-2-9,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201911100022-1,2019-11-10,C-003420,CANB7,0,0,2019-11-22,,配達済み,小林 亮祐,こばやし りょうすけ,2004-10-20,男,ryousuke_kobayashi@example.org,03-3187-8886,070-8967-4790,155-2369,東京都葛飾区東新小岩2-1-7,Caps-X5-Mod,caps,ノートPC,Varied,225820.49
201911100023-1,2019-11-10,C-003713,CADB9,2,639600,2019-11-15,,配達済み,横山 教子,よこやま みちこ,2000-02-09,女,yokoyama_michiko@example.jp,0479-36-6929,090-7926-3803,260-7674,千葉県千葉市美浜区稲毛海岸2-1-205,Caps-XC5P-Mod,caps,デスクトップ,Varied,327832.2
201911110001-1,2019-11-11,C-000290,TADB3,8,362736,2019-11-22,,配達済み,永田 竜一,ながた りゅういち,1982-07-03,男,ryuuichinagata@example.com,0276-13-3347,070-7851-7394,379-2977,群馬県前橋市日吉町3-5-101,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201911110002-1,2019-11-11,C-000935,IKU,1,2831,2019-11-19,,配達済み,結城 博美,ゆうき ひろみ,2004-08-02,女,hiromi_yuuki@example.ne.jp,0836-40-9722,070-2803-7631,756-7007,山口県下関市員光町3-5-16,USBキーボード-Mod,キーボード,周辺機器,Varied,2752.26
201911110006-1,2019-11-11,C-001060,CANB11,2,579800,2019-11-17,,配達済み,加藤 杏,かとう きょう,2003-05-07,女,kyou_kato@example.com,093-265-6236,070-8851-3019,838-6547,福岡県福岡市中央区那の津3-2-3,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201911110009-1,2019-11-11,C-001424,INNG5,3,509400,2019-11-19,,配達済み,三木 敏之,みき としゆき,1995-12-22,男,mikitoshiyuki@example.jp,0480-82-1303,070-2913-3001,338-7636,埼玉県さいたま市中央区上落合2-5-8,Inter-Q5-Mod,Inter,ノートPC,Varied,172618.51
201911110010-1,2019-11-11,C-001971,ZENB5,4,695200,2019-11-22,,配達済み,片岡 知宏,かたおか ともひろ,1981-12-05,男,kataoka_612@example.org,03-0539-6553,090-2626-8876,122-7838,東京都練馬区高松1-3-10,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201911110012-1,2019-11-11,C-002752,VENB9,1,369800,2019-11-20,,配達済み,松田 貴史,まつだ たかし,1974-03-26,男,matsuda44@example.ne.jp,06-2716-9451,080-9110-3338,594-1260,大阪府大阪市阿倍野区阪南町1-2-706,Verge-U9-Mod,verge,ノートPC,Varied,379232.29
201911110013-1,2019-11-11,C-003115,IMU,1,1230,2019-11-20,,配達済み,櫻庭 朝子,さくらば ともこ,2007-04-13,女,tomokosakuraba@example.co.jp,0790-64-1182,050-5660-2240,658-1959,兵庫県神戸市中央区旭通1-3-8,USBマウス-Mod,マウス,周辺機器,Varied,1219.23
201911110015-1,2019-11-11,C-003125,INNS5,1,159800,2019-11-22,,配達済み,松田 久美子,まつだ くみこ,1976-07-19,女,matsuda_22@example.ne.jp,03-6408-9389,050-6268-2205,147-9736,東京都杉並区下高井戸1-5-9,Inter-Q5-Mod,Inter,ノートPC,Varied,159042.51
201911110016-1,2019-11-11,C-003568,VENB5,1,269800,2019-11-18,,配達済み,堀部 智隆,ほりべ ともたか,1982-05-15,男,tomotaka_horibe@example.net,03-8439-4549,090-6106-7158,166-6501,東京都小平市花小金井1-4-801,Verge-U5-Mod,verge,ノートPC,Varied,280578.1
201911140000-1,2019-11-14,C-000435,INNG5,7,1188600,2019-11-22,,配達済み,長岡 星,ながおか せい,1986-06-14,女,seinagaoka@example.org,03-4193-1815,080-2904-6824,100-2209,東京都千代田区九段北2-1-10,Inter-Q5-Mod,Inter,ノートPC,Varied,172618.51
201911140005-1,2019-11-14,C-001327,CANB9,1,259800,2019-11-25,,配達済み,大林 紗代,おおばやし さよ,2001-04-08,女,obayashi_sayo@example.com,0255-35-5127,080-0296-4725,942-1255,新潟県新潟市中央区紫竹山1-3-14,Caps-X5P-Mod,caps,ノートPC,Varied,262146.2
201911140007-1,2019-11-14,C-001779,ZENB5,15,2607000,2019-11-23,,配達済み,小河原 雅史,おがわら まさし,1994-04-02,男,ogawara_1226@example.net,045-815-9765,070-2198-6665,247-6875,神奈川県川崎市高津区溝口2-5-12,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201911140008-1,2019-11-14,C-002400,CANB9,1,259800,2019-11-23,,配達済み,大江 大介,おおえ だいすけ,1983-02-17,男,daisukeoe@example.co.jp,0572-16-8032,090-5431-6724,502-0656,岐阜県岐阜市若宮町1-2-20,Caps-X5P-Mod,caps,ノートPC,Varied,262146.2
201911140010-1,2019-11-14,C-002795,IKU,1,2831,2019-11-23,,配達済み,藤井 匡,ふじい ただし,1979-02-16,男,fujii_120@example.net,0280-16-4699,080-2801-4602,307-0294,茨城県石岡市国府1-5-15,USBキーボード-Mod,キーボード,周辺機器,Varied,2752.26
201911140011-1,2019-11-14,C-003021,TADB1,3,44910,2019-11-23,,配達済み,遠藤 修作,えんどう しゅうさく,1983-05-02,男,endoushuusaku@example.org,0466-87-2080,050-8184-1284,251-0251,神奈川県横浜市西区みなとみらい2-3-4,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201911150000-1,2019-11-15,C-000774,TADB5,2,248684,2019-11-23,,配達済み,上村 貴之,うえむら たかゆき,1996-01-19,男,uemura_takayuki@example.com,0980-49-9644,050-3159-8497,908-7252,沖縄県沖縄市美里2-4-9,Tablet-E3-Mod,Tab,タブレット,Varied,118234.29
